State,Year,Month,TelehealthType,ServiceType,ServiceCount,RatePer1000Beneficiaries,DataQuality
New Hampshire,2020,202003,Remote patient monitoring,All, -   ,0,
New Hampshire,2020,202003,Store and forward,All, 38 ,0,
New Hampshire,2020,202004,Live audio/video,All," 85,794 ",416.5,
New Hampshire,2020,202004,Other telehealth,All, 102 ,0.5,
New Hampshire,2020,202004,Remote patient monitoring,All, -   ,0,
New Hampshire,2020,202004,Store and forward,All, 149 ,0.7,
New Hampshire,2020,202005,Live audio/video,All," 76,247 ",363.8,
New Hampshire,2020,202005,Other telehealth,All, 12 ,0,
New Hampshire,2020,202005,Remote patient monitoring,All, DS ,DS,
New Hampshire,2020,202005,Store and forward,All, 64 ,0,
New Hampshire,2020,202006,Live audio/video,All," 69,008 ",324.4,
New Hampshire,2020,202006,Other telehealth,All, DS ,DS,
New Hampshire,2020,202006,Remote patient monitoring,All, DS ,DS,
New Hampshire,2020,202006,Store and forward,All, 17 ,0,
New Hampshire,2020,202007,Live audio/video,All," 58,903 ",272.3,
New Hampshire,2020,202007,Other telehealth,All, DS ,DS,
New Hampshire,2020,202007,Remote patient monitoring,All, DS ,DS,
New Hampshire,2020,202007,Store and forward,All, 15 ,0,
New Hampshire,2020,202008,Live audio/video,All," 55,925 ",253.5,
New Hampshire,2020,202008,Other telehealth,All, DS ,DS,
New Hampshire,2020,202008,Remote patient monitoring,All, DS ,DS,
New Hampshire,2020,202008,Store and forward,All, 12 ,0,
New Hampshire,2020,202009,Live audio/video,All," 55,376 ",245.2,
New Hampshire,2020,202009,Other telehealth,All, 11 ,0,
New Hampshire,2020,202009,Remote patient monitoring,All, DS ,DS,
New Hampshire,2020,202009,Store and forward,All, 11 ,0,
New Hampshire,2020,202010,Live audio/video,All," 58,437 ",254.6,
New Hampshire,2020,202010,Other telehealth,All, DS ,DS,
New Hampshire,2020,202010,Remote patient monitoring,All, DS ,DS,
New Hampshire,2020,202010,Store and forward,All, 15 ,0,
New Hampshire,2020,202011,Live audio/video,All," 57,706 ",246.7,
New Hampshire,2020,202011,Other telehealth,All, DS ,DS,
New Hampshire,2020,202011,Remote patient monitoring,All, DS ,DS,
New Hampshire,2020,202011,Store and forward,All, 17 ,0,
New Hampshire,2020,202012,Live audio/video,All," 71,330 ",299.5,
New Hampshire,2020,202012,Other telehealth,All, DS ,DS,
New Hampshire,2020,202012,Remote patient monitoring,All, DS ,DS,
New Hampshire,2020,202012,Store and forward,All, 16 ,0,
New Hampshire,2021,202101,Live audio/video,All," 71,979 ",299.4,
New Hampshire,2021,202101,Other telehealth,All, DS ,DS,
New Hampshire,2021,202101,Remote patient monitoring,All, DS ,DS,
New Hampshire,2021,202101,Store and forward,All, 16 ,0,
New Hampshire,2021,202102,Live audio/video,All," 68,712 ",284.0,
New Hampshire,2021,202102,Other telehealth,All, DS ,DS,
New Hampshire,2021,202102,Remote patient monitoring,All, DS ,DS,
New Hampshire,2021,202102,Store and forward,All, 16 ,0,
New Hampshire,2021,202103,Live audio/video,All," 73,129 ",299.6,
New Hampshire,2021,202103,Other telehealth,All, DS ,DS,
New Hampshire,2021,202103,Remote patient monitoring,All, DS ,DS,
New Hampshire,2021,202103,Store and forward,All, 33 ,0,
New Hampshire,2021,202104,Live audio/video,All," 62,928 ",255.6,
New Hampshire,2021,202104,Other telehealth,All, DS ,DS,
New Hampshire,2021,202104,Remote patient monitoring,All, DS ,DS,
New Hampshire,2021,202104,Store and forward,All, 26 ,0,
New Hampshire,2021,202105,Live audio/video,All," 54,305 ",219.1,
New Hampshire,2021,202105,Other telehealth,All, DS ,DS,
New Hampshire,2021,202105,Remote patient monitoring,All, DS ,DS,
New Hampshire,2021,202105,Store and forward,All, 27 ,0,
New Hampshire,2021,202106,Live audio/video,All," 51,567 ",206.6,
New Hampshire,2021,202106,Other telehealth,All, 16 ,0,
New Hampshire,2021,202106,Remote patient monitoring,All, DS ,DS,
New Hampshire,2021,202106,Store and forward,All, 14 ,0,
New Hampshire,2021,202107,Live audio/video,All," 43,355 ",172.4,
New Hampshire,2021,202107,Other telehealth,All, 15 ,0,
New Hampshire,2021,202107,Remote patient monitoring,All, DS ,DS,
New Hampshire,2021,202107,Store and forward,All, DS ,DS,
New Hampshire,2021,202108,Live audio/video,All," 43,131 ",170.0,
New Hampshire,2021,202108,Other telehealth,All, DS ,DS,
New Hampshire,2021,202108,Remote patient monitoring,All, DS ,DS,
New Hampshire,2021,202108,Store and forward,All, 14 ,0,
New Hampshire,2021,202109,Live audio/video,All," 43,747 ",171.3,
New Hampshire,2021,202109,Other telehealth,All, 15 ,0,
New Hampshire,2021,202109,Remote patient monitoring,All, DS ,DS,
New Hampshire,2021,202109,Store and forward,All, 11 ,0,
New Hampshire,2021,202110,Live audio/video,All," 44,039 ",171.2,
New Hampshire,2021,202110,Other telehealth,All, 11 ,0,
New Hampshire,2021,202110,Remote patient monitoring,All, DS ,DS,
New Hampshire,2021,202110,Store and forward,All, 13 ,0,
New Hampshire,2021,202111,Live audio/video,All," 44,797 ",172.7,
New Hampshire,2021,202111,Other telehealth,All, DS ,DS,
New Hampshire,2021,202111,Remote patient monitoring,All, DS ,DS,
New Hampshire,2021,202111,Store and forward,All, 14 ,0,
New Hampshire,2021,202112,Live audio/video,All," 46,930 ",179.2,
New Hampshire,2021,202112,Other telehealth,All, 12 ,0,
New Hampshire,2021,202112,Remote patient monitoring,All, DS ,DS,
New Hampshire,2021,202112,Store and forward,All, 11 ,0,
New Hampshire,2022,202201,Live audio/video,All," 55,828 ",212.0,
New Hampshire,2022,202201,Other telehealth,All, DS ,DS,
New Hampshire,2022,202201,Remote patient monitoring,All, DS ,DS,
New Hampshire,2022,202201,Store and forward,All, 26 ,0,
New Hampshire,2022,202202,Live audio/video,All," 49,214 ",186.3,
New Hampshire,2022,202202,Other telehealth,All, DS ,DS,
New Hampshire,2022,202202,Remote patient monitoring,All, DS ,DS,
New Hampshire,2022,202202,Store and forward,All, 28 ,0,
New Hampshire,2022,202203,Live audio/video,All," 51,223 ",193.4,
New Hampshire,2022,202203,Other telehealth,All, 11 ,0,
New Hampshire,2022,202203,Remote patient monitoring,All, 11 ,0,
New Hampshire,2022,202203,Store and forward,All, 17 ,0,
New Hampshire,2022,202204,Live audio/video,All," 41,659 ",157.0,
New Hampshire,2022,202204,Other telehealth,All, DS ,DS,
New Hampshire,2022,202204,Remote patient monitoring,All, DS ,DS,
New Hampshire,2022,202204,Store and forward,All, 32 ,0,
New Hampshire,2022,202205,Live audio/video,All," 41,517 ",156.0,
New Hampshire,2022,202205,Other telehealth,All, 11 ,0,
New Hampshire,2022,202205,Remote patient monitoring,All, 14 ,0,
New Hampshire,2022,202205,Store and forward,All, 36 ,0,
New Hampshire,2022,202206,Live audio/video,All," 40,696 ",152.4,
New Hampshire,2022,202206,Other telehealth,All, 16 ,0,
New Hampshire,2022,202206,Remote patient monitoring,All, DS ,DS,
New Hampshire,2022,202206,Store and forward,All, 34 ,0,
New Hampshire,2022,202207,Live audio/video,All," 34,466 ",128.4,
New Hampshire,2022,202207,Other telehealth,All, DS ,DS,
New Hampshire,2022,202207,Remote patient monitoring,All, DS ,DS,
New Hampshire,2022,202207,Store and forward,All, 20 ,0,
New Hampshire,2022,202208,Live audio/video,All," 38,338 ",142.3,
New Hampshire,2022,202208,Other telehealth,All, 11 ,0,
New Hampshire,2022,202208,Remote patient monitoring,All, 13 ,0,
New Hampshire,2022,202208,Store and forward,All, 29 ,0,
New Hampshire,2022,202209,Live audio/video,All," 36,468 ",134.9,
New Hampshire,2022,202209,Other telehealth,All, DS ,DS,
New Hampshire,2022,202209,Remote patient monitoring,All, 11 ,0,
New Hampshire,2022,202209,Store and forward,All, 17 ,0,
New Hampshire,2022,202210,Live audio/video,All," 35,612 ",131.2,
New Hampshire,2022,202210,Other telehealth,All, 16 ,0,
New Hampshire,2022,202210,Remote patient monitoring,All, 12 ,0,
New Hampshire,2022,202210,Store and forward,All, 31 ,0,
New Hampshire,2022,202211,Live audio/video,All," 35,532 ",130.0,
New Hampshire,2022,202211,Other telehealth,All, 15 ,0,
New Hampshire,2022,202211,Remote patient monitoring,All, 14 ,0,
New Hampshire,2022,202211,Store and forward,All, 30 ,0,
New Hampshire,2022,202212,Live audio/video,All," 35,471 ",128.9,
New Hampshire,2022,202212,Other telehealth,All, 13 ,0,
New Hampshire,2022,202212,Remote patient monitoring,All, DS ,DS,
New Hampshire,2022,202212,Store and forward,All, 17 ,0,
New Jersey,2018,201801,Live audio/video,All, 890 ,0.5,
New Jersey,2018,201801,Other telehealth,All, DS ,DS,
New Jersey,2018,201801,Remote patient monitoring,All, 62 ,0,
New Jersey,2018,201801,Store and forward,All, -   ,0,
New Jersey,2018,201802,Live audio/video,All, 988 ,0.5,
New Jersey,2018,201802,Other telehealth,All, DS ,DS,
New Jersey,2018,201802,Remote patient monitoring,All, 58 ,0,
New Jersey,2018,201802,Store and forward,All, -   ,0,
New Jersey,2018,201803,Live audio/video,All, 950 ,0.5,
New Jersey,2018,201803,Other telehealth,All, DS ,DS,
New Jersey,2018,201803,Remote patient monitoring,All, 67 ,0,
New Jersey,2018,201803,Store and forward,All, -   ,0,
New Jersey,2018,201804,Live audio/video,All," 1,011 ",0.5,
New Jersey,2018,201804,Other telehealth,All, -   ,0,
New Jersey,2018,201804,Remote patient monitoring,All, 61 ,0,
New Jersey,2018,201804,Store and forward,All, -   ,0,
New Jersey,2018,201805,Live audio/video,All, 870 ,0,
New Jersey,2018,201805,Other telehealth,All, DS ,DS,
New Jersey,2018,201805,Remote patient monitoring,All, 64 ,0,
New Jersey,2018,201805,Store and forward,All, DS ,DS,
New Jersey,2018,201806,Live audio/video,All, 830 ,0,
New Jersey,2018,201806,Other telehealth,All, -   ,0,
New Jersey,2018,201806,Remote patient monitoring,All, 96 ,0,
New Jersey,2018,201806,Store and forward,All, -   ,0,
New Jersey,2018,201807,Live audio/video,All, 882 ,0.5,
New Jersey,2018,201807,Other telehealth,All, DS ,DS,
New Jersey,2018,201807,Remote patient monitoring,All, 66 ,0,
New Jersey,2018,201807,Store and forward,All, -   ,0,
New Jersey,2018,201808,Live audio/video,All," 1,019 ",0.5,
New Jersey,2018,201808,Other telehealth,All, DS ,DS,
New Jersey,2018,201808,Remote patient monitoring,All, 59 ,0,
New Jersey,2018,201808,Store and forward,All, -   ,0,
New Jersey,2018,201809,Live audio/video,All, 343 ,0,
New Jersey,2018,201809,Other telehealth,All, DS ,DS,
New Jersey,2018,201809,Remote patient monitoring,All, 54 ,0,
New Jersey,2018,201809,Store and forward,All, -   ,0,
New Jersey,2018,201810,Live audio/video,All, 289 ,0,
New Jersey,2018,201810,Other telehealth,All, DS ,DS,
New Jersey,2018,201810,Remote patient monitoring,All, 53 ,0,
New Jersey,2018,201810,Store and forward,All, DS ,DS,
New Jersey,2018,201811,Live audio/video,All, 280 ,0,
New Jersey,2018,201811,Other telehealth,All, DS ,DS,
New Jersey,2018,201811,Remote patient monitoring,All, 50 ,0,
New Jersey,2018,201811,Store and forward,All, -   ,0,
New Jersey,2018,201812,Live audio/video,All, 229 ,0,
New Jersey,2018,201812,Other telehealth,All, DS ,DS,
New Jersey,2018,201812,Remote patient monitoring,All, 40 ,0,
New Jersey,2018,201812,Store and forward,All, -   ,0,
New Jersey,2019,201901,Live audio/video,All, 329 ,0,
New Jersey,2019,201901,Other telehealth,All, DS ,DS,
New Jersey,2019,201901,Remote patient monitoring,All, 63 ,0,
New Jersey,2019,201901,Store and forward,All, 12 ,0,
New Jersey,2019,201902,Live audio/video,All, 445 ,0,
New Jersey,2019,201902,Other telehealth,All, DS ,DS,
New Jersey,2019,201902,Remote patient monitoring,All, 50 ,0,
New Jersey,2019,201902,Store and forward,All, -   ,0,
New Jersey,2019,201903,Live audio/video,All, 448 ,0,
New Jersey,2019,201903,Other telehealth,All, DS ,DS,
New Jersey,2019,201903,Remote patient monitoring,All, 121 ,0,
New Jersey,2019,201903,Store and forward,All, DS ,DS,
New Jersey,2019,201904,Live audio/video,All, 425 ,0,
New Jersey,2019,201904,Other telehealth,All, DS ,DS,
New Jersey,2019,201904,Remote patient monitoring,All, 189 ,0,
New Jersey,2019,201904,Store and forward,All, DS ,DS,
New Jersey,2019,201905,Live audio/video,All, 490 ,0,
New Jersey,2019,201905,Other telehealth,All, 22 ,0,
New Jersey,2019,201905,Remote patient monitoring,All, 200 ,0,
New Jersey,2019,201905,Store and forward,All, DS ,DS,
New Jersey,2019,201906,Live audio/video,All, 472 ,0,
New Jersey,2019,201906,Other telehealth,All, 16 ,0,
New Jersey,2019,201906,Remote patient monitoring,All, 208 ,0,
New Jersey,2019,201906,Store and forward,All, DS ,DS,
New Jersey,2019,201907,Live audio/video,All, 537 ,0,
New Jersey,2019,201907,Other telehealth,All, 14 ,0,
New Jersey,2019,201907,Remote patient monitoring,All, 198 ,0,
New Jersey,2019,201907,Store and forward,All, DS ,DS,
New Jersey,2019,201908,Live audio/video,All, 743 ,0,
New Jersey,2019,201908,Other telehealth,All, 21 ,0,
New Jersey,2019,201908,Remote patient monitoring,All, 230 ,0,
New Jersey,2019,201908,Store and forward,All, -   ,0,
New Jersey,2019,201909,Live audio/video,All, 772 ,0,
New Jersey,2019,201909,Other telehealth,All, 20 ,0,
New Jersey,2019,201909,Remote patient monitoring,All, 204 ,0,
New Jersey,2019,201909,Store and forward,All, -   ,0,
New Jersey,2019,201910,Live audio/video,All, 874 ,0.5,
New Jersey,2019,201910,Other telehealth,All, 32 ,0,
New Jersey,2019,201910,Remote patient monitoring,All, 220 ,0,
New Jersey,2019,201910,Store and forward,All, DS ,DS,
New Jersey,2019,201911,Live audio/video,All, 741 ,0,
New Jersey,2019,201911,Other telehealth,All, 24 ,0,
New Jersey,2019,201911,Remote patient monitoring,All, 179 ,0,
New Jersey,2019,201911,Store and forward,All, -   ,0,
New Jersey,2019,201912,Live audio/video,All, 935 ,0.5,
New Jersey,2019,201912,Other telehealth,All, 28 ,0,
New Jersey,2019,201912,Remote patient monitoring,All, 163 ,0,
New Jersey,2019,201912,Store and forward,All, DS ,DS,
New Jersey,2020,202001,Live audio/video,All," 1,125 ",0.6,
New Jersey,2020,202001,Other telehealth,All, 32 ,0,
New Jersey,2020,202001,Remote patient monitoring,All, 213 ,0,
New Jersey,2020,202001,Store and forward,All, 12 ,0,
New Jersey,2020,202002,Live audio/video,All," 1,233 ",0.7,
New Jersey,2020,202002,Other telehealth,All, 33 ,0,
New Jersey,2020,202002,Remote patient monitoring,All, 268 ,0,
New Jersey,2020,202002,Store and forward,All, DS ,DS,
New Jersey,2020,202003,Live audio/video,All," 68,260 ",39.0,
New Jersey,2020,202003,Other telehealth,All," 1,553 ",0.9,
New Jersey,2020,202003,Remote patient monitoring,All, 329 ,0,
New Jersey,2020,202003,Store and forward,All, 433 ,0,
New Jersey,2020,202004,Live audio/video,All," 272,542 ",153.3,
New Jersey,2020,202004,Other telehealth,All," 3,381 ",1.9,
New Jersey,2020,202004,Remote patient monitoring,All, 451 ,0,
New Jersey,2020,202004,Store and forward,All, 718 ,0,
New Jersey,2020,202005,Live audio/video,All," 273,740 ",152.1,
New Jersey,2020,202005,Other telehealth,All," 1,671 ",0.9,
New Jersey,2020,202005,Remote patient monitoring,All, 740 ,0,
New Jersey,2020,202005,Store and forward,All, 321 ,0,
New Jersey,2020,202006,Live audio/video,All," 224,959 ",123.4,
New Jersey,2020,202006,Other telehealth,All, 980 ,0.5,
New Jersey,2020,202006,Remote patient monitoring,All, 798 ,0,
New Jersey,2020,202006,Store and forward,All, 141 ,0,
New Jersey,2020,202007,Live audio/video,All," 192,200 ",104.0,
New Jersey,2020,202007,Other telehealth,All, 704 ,0,
New Jersey,2020,202007,Remote patient monitoring,All, 885 ,0.5,
New Jersey,2020,202007,Store and forward,All, 124 ,0,
New Jersey,2020,202008,Live audio/video,All," 171,299 ",91.6,
New Jersey,2020,202008,Other telehealth,All, 501 ,0,
New Jersey,2020,202008,Remote patient monitoring,All, 935 ,0.5,
New Jersey,2020,202008,Store and forward,All, 73 ,0,
New Jersey,2020,202009,Live audio/video,All," 166,308 ",87.8,
New Jersey,2020,202009,Other telehealth,All, 410 ,0,
New Jersey,2020,202009,Remote patient monitoring,All," 1,112 ",0.6,
New Jersey,2020,202009,Store and forward,All, 96 ,0,
New Jersey,2020,202010,Live audio/video,All," 173,618 ",90.6,
New Jersey,2020,202010,Other telehealth,All, 445 ,0,
New Jersey,2020,202010,Remote patient monitoring,All," 1,281 ",0.7,
New Jersey,2020,202010,Store and forward,All, 83 ,0,
New Jersey,2020,202011,Live audio/video,All," 183,194 ",94.6,
New Jersey,2020,202011,Other telehealth,All, 601 ,0,
New Jersey,2020,202011,Remote patient monitoring,All," 1,327 ",0.7,
New Jersey,2020,202011,Store and forward,All, 109 ,0,
New Jersey,2020,202012,Live audio/video,All," 221,279 ",113.4,
New Jersey,2020,202012,Other telehealth,All, 834 ,0,
New Jersey,2020,202012,Remote patient monitoring,All," 1,559 ",0.8,
New Jersey,2020,202012,Store and forward,All, 117 ,0,
New Jersey,2021,202101,Live audio/video,All," 201,375 ",102.0,
New Jersey,2021,202101,Other telehealth,All, 564 ,0,
New Jersey,2021,202101,Remote patient monitoring,All," 1,421 ",0.7,
New Jersey,2021,202101,Store and forward,All, 108 ,0,
New Jersey,2021,202102,Live audio/video,All," 190,243 ",95.8,
New Jersey,2021,202102,Other telehealth,All, 452 ,0,
New Jersey,2021,202102,Remote patient monitoring,All," 1,349 ",0.7,
New Jersey,2021,202102,Store and forward,All, 83 ,0,
New Jersey,2021,202103,Live audio/video,All," 205,069 ",102.5,
New Jersey,2021,202103,Other telehealth,All, 400 ,0,
New Jersey,2021,202103,Remote patient monitoring,All," 1,741 ",0.9,
New Jersey,2021,202103,Store and forward,All, 108 ,0,
New Jersey,2021,202104,Live audio/video,All," 191,498 ",95.0,
New Jersey,2021,202104,Other telehealth,All, 468 ,0,
New Jersey,2021,202104,Remote patient monitoring,All," 2,116 ",1.1,
New Jersey,2021,202104,Store and forward,All, 94 ,0,
New Jersey,2021,202105,Live audio/video,All," 164,107 ",81.0,
New Jersey,2021,202105,Other telehealth,All, 382 ,0,
New Jersey,2021,202105,Remote patient monitoring,All," 2,320 ",1.1,
New Jersey,2021,202105,Store and forward,All, 80 ,0,
New Jersey,2021,202106,Live audio/video,All," 154,367 ",75.8,
New Jersey,2021,202106,Other telehealth,All, 395 ,0,
New Jersey,2021,202106,Remote patient monitoring,All," 2,364 ",1.2,
New Jersey,2021,202106,Store and forward,All, 78 ,0,
New Jersey,2021,202107,Live audio/video,All," 135,639 ",66.2,
New Jersey,2021,202107,Other telehealth,All, 408 ,0,
New Jersey,2021,202107,Remote patient monitoring,All," 2,461 ",1.2,
New Jersey,2021,202107,Store and forward,All, 76 ,0,
New Jersey,2021,202108,Live audio/video,All," 140,421 ",68.0,
New Jersey,2021,202108,Other telehealth,All, 443 ,0,
New Jersey,2021,202108,Remote patient monitoring,All," 2,665 ",1.3,
New Jersey,2021,202108,Store and forward,All, 79 ,0,
New Jersey,2021,202109,Live audio/video,All," 143,032 ",68.9,
New Jersey,2021,202109,Other telehealth,All, 472 ,0,
New Jersey,2021,202109,Remote patient monitoring,All," 2,833 ",1.4,
New Jersey,2021,202109,Store and forward,All, 69 ,0,
New Jersey,2021,202110,Live audio/video,All," 138,540 ",66.4,
New Jersey,2021,202110,Other telehealth,All, 392 ,0,
New Jersey,2021,202110,Remote patient monitoring,All," 2,940 ",1.4,
New Jersey,2021,202110,Store and forward,All, 62 ,0,
New Jersey,2021,202111,Live audio/video,All," 135,369 ",64.4,
New Jersey,2021,202111,Other telehealth,All, 405 ,0,
New Jersey,2021,202111,Remote patient monitoring,All," 3,287 ",1.6,
New Jersey,2021,202111,Store and forward,All, 56 ,0,
New Jersey,2021,202112,Live audio/video,All," 163,882 ",77.4,
New Jersey,2021,202112,Other telehealth,All, 586 ,0,
New Jersey,2021,202112,Remote patient monitoring,All," 3,217 ",1.5,
New Jersey,2021,202112,Store and forward,All, 67 ,0,
New Jersey,2022,202201,Live audio/video,All," 205,890 ",96.5,
New Jersey,2022,202201,Other telehealth,All, 651 ,0,
New Jersey,2022,202201,Remote patient monitoring,All," 3,231 ",1.5,
New Jersey,2022,202201,Store and forward,All, 97 ,0,
New Jersey,2022,202202,Live audio/video,All," 145,392 ",67.9,
New Jersey,2022,202202,Other telehealth,All, 426 ,0,
New Jersey,2022,202202,Remote patient monitoring,All," 3,097 ",1.4,
New Jersey,2022,202202,Store and forward,All, 142 ,0,
New Jersey,2022,202203,Live audio/video,All," 157,485 ",73.0,
New Jersey,2022,202203,Other telehealth,All, 391 ,0,
New Jersey,2022,202203,Remote patient monitoring,All," 3,752 ",1.7,
New Jersey,2022,202203,Store and forward,All, 105 ,0,
New Jersey,2022,202204,Live audio/video,All," 137,212 ",63.5,
New Jersey,2022,202204,Other telehealth,All, 415 ,0,
New Jersey,2022,202204,Remote patient monitoring,All," 3,758 ",1.7,
New Jersey,2022,202204,Store and forward,All, 40 ,0,
New Jersey,2022,202205,Live audio/video,All," 145,571 ",67.0,
New Jersey,2022,202205,Other telehealth,All, 380 ,0,
New Jersey,2022,202205,Remote patient monitoring,All," 4,134 ",1.9,
New Jersey,2022,202205,Store and forward,All, 64 ,0,
New Jersey,2022,202206,Live audio/video,All," 140,622 ",64.4,
New Jersey,2022,202206,Other telehealth,All, 381 ,0,
New Jersey,2022,202206,Remote patient monitoring,All," 3,891 ",1.8,
New Jersey,2022,202206,Store and forward,All, 45 ,0,
New Jersey,2022,202207,Live audio/video,All," 121,738 ",55.6,
New Jersey,2022,202207,Other telehealth,All, 328 ,0,
New Jersey,2022,202207,Remote patient monitoring,All," 4,417 ",2.0,
New Jersey,2022,202207,Store and forward,All, 31 ,0,
New Jersey,2022,202208,Live audio/video,All," 111,393 ",50.6,
New Jersey,2022,202208,Other telehealth,All, 281 ,0,
New Jersey,2022,202208,Remote patient monitoring,All," 4,546 ",2.1,
New Jersey,2022,202208,Store and forward,All, 30 ,0,
New Jersey,2022,202209,Live audio/video,All," 91,844 ",41.5,
New Jersey,2022,202209,Other telehealth,All, 272 ,0,
New Jersey,2022,202209,Remote patient monitoring,All," 4,792 ",2.2,
New Jersey,2022,202209,Store and forward,All, 20 ,0,
New Jersey,2022,202210,Live audio/video,All," 95,899 ",43.2,
New Jersey,2022,202210,Other telehealth,All, 278 ,0,
New Jersey,2022,202210,Remote patient monitoring,All," 4,916 ",2.2,
New Jersey,2022,202210,Store and forward,All, 16 ,0,
New Jersey,2022,202211,Live audio/video,All," 99,312 ",44.5,
New Jersey,2022,202211,Other telehealth,All, 221 ,0,
New Jersey,2022,202211,Remote patient monitoring,All," 4,815 ",2.2,
New Jersey,2022,202211,Store and forward,All, 34 ,0,
New Jersey,2022,202212,Live audio/video,All," 99,461 ",44.3,
New Jersey,2022,202212,Other telehealth,All, 264 ,0,
New Jersey,2022,202212,Remote patient monitoring,All," 4,747 ",2.1,
New Jersey,2022,202212,Store and forward,All, 29 ,0,
New Mexico,2018,201801,Live audio/video,All," 2,342 ",2.7,Unusable
New Mexico,2018,201801,Other telehealth,All, DS ,DS,Unusable
New Mexico,2018,201801,Remote patient monitoring,All, DS ,DS,Unusable
New Mexico,2018,201801,Store and forward,All, 16 ,0,Unusable
New Mexico,2018,201802,Live audio/video,All," 2,220 ",2.6,Unusable
New Mexico,2018,201802,Other telehealth,All, -   ,0,Unusable
New Mexico,2018,201802,Remote patient monitoring,All, -   ,0,Unusable
New Mexico,2018,201802,Store and forward,All, 16 ,0,Unusable
New Mexico,2018,201803,Live audio/video,All," 2,537 ",2.9,Unusable
New Mexico,2018,201803,Other telehealth,All, DS ,DS,Unusable
New Mexico,2018,201803,Remote patient monitoring,All, DS ,DS,Unusable
New Mexico,2018,201803,Store and forward,All, 19 ,0,Unusable
New Mexico,2018,201804,Live audio/video,All," 2,391 ",2.8,Unusable
New Mexico,2018,201804,Other telehealth,All, DS ,DS,Unusable
New Mexico,2018,201804,Remote patient monitoring,All, DS ,DS,Unusable
New Mexico,2018,201804,Store and forward,All, 21 ,0,Unusable
New Mexico,2018,201805,Live audio/video,All," 2,433 ",2.9,Unusable
New Mexico,2018,201805,Other telehealth,All, DS ,DS,Unusable
New Mexico,2018,201805,Remote patient monitoring,All, -   ,0,Unusable
New Mexico,2018,201805,Store and forward,All, 30 ,0,Unusable
New Mexico,2018,201806,Live audio/video,All," 2,263 ",2.7,Unusable
New Mexico,2018,201806,Other telehealth,All, DS ,DS,Unusable
New Mexico,2018,201806,Remote patient monitoring,All, -   ,0,Unusable
New Mexico,2018,201806,Store and forward,All, 22 ,0,Unusable
New Mexico,2018,201807,Live audio/video,All," 2,187 ",2.6,Unusable
New Mexico,2018,201807,Other telehealth,All, DS ,DS,Unusable
New Mexico,2018,201807,Remote patient monitoring,All, DS ,DS,Unusable
New Mexico,2018,201807,Store and forward,All, 16 ,0,Unusable
New Mexico,2018,201808,Live audio/video,All," 2,374 ",2.8,
New Mexico,2018,201808,Other telehealth,All, DS ,DS,
New Mexico,2018,201808,Remote patient monitoring,All, 16 ,0,
New Mexico,2018,201808,Store and forward,All, 13 ,0,
New Mexico,2018,201809,Live audio/video,All," 2,087 ",2.5,
New Mexico,2018,201809,Other telehealth,All, 15 ,0,
New Mexico,2018,201809,Remote patient monitoring,All, 12 ,0,
New Mexico,2018,201809,Store and forward,All, DS ,DS,
New Mexico,2018,201810,Live audio/video,All," 2,472 ",3.0,
New Mexico,2018,201810,Other telehealth,All, DS ,DS,
New Mexico,2018,201810,Remote patient monitoring,All, 16 ,0,
New Mexico,2018,201810,Store and forward,All, 16 ,0,
New Mexico,2018,201811,Live audio/video,All," 2,377 ",2.8,
New Mexico,2018,201811,Other telehealth,All, -   ,0,
New Mexico,2018,201811,Remote patient monitoring,All, 13 ,0,
New Mexico,2018,201811,Store and forward,All, 26 ,0,
New Mexico,2018,201812,Live audio/video,All," 1,955 ",2.3,
New Mexico,2018,201812,Other telehealth,All, DS ,DS,
New Mexico,2018,201812,Remote patient monitoring,All, DS ,DS,
New Mexico,2018,201812,Store and forward,All, 27 ,0,
New Mexico,2019,201901,Live audio/video,All," 2,416 ",2.9,
New Mexico,2019,201901,Other telehealth,All, DS ,DS,
New Mexico,2019,201901,Remote patient monitoring,All, 13 ,0,
New Mexico,2019,201901,Store and forward,All, 33 ,0,
New Mexico,2019,201902,Live audio/video,All," 2,500 ",3.0,
New Mexico,2019,201902,Other telehealth,All, DS ,DS,
New Mexico,2019,201902,Remote patient monitoring,All, DS ,DS,
New Mexico,2019,201902,Store and forward,All, 43 ,0,
New Mexico,2019,201903,Live audio/video,All," 2,615 ",3.1,
New Mexico,2019,201903,Other telehealth,All, 11 ,0,
New Mexico,2019,201903,Remote patient monitoring,All, 16 ,0,
New Mexico,2019,201903,Store and forward,All, 59 ,0,
New Mexico,2019,201904,Live audio/video,All," 2,884 ",3.5,
New Mexico,2019,201904,Other telehealth,All, DS ,DS,
New Mexico,2019,201904,Remote patient monitoring,All, 16 ,0,
New Mexico,2019,201904,Store and forward,All, 42 ,0,
New Mexico,2019,201905,Live audio/video,All," 2,907 ",3.5,
New Mexico,2019,201905,Other telehealth,All, 13 ,0,
New Mexico,2019,201905,Remote patient monitoring,All, 29 ,0,
New Mexico,2019,201905,Store and forward,All, 55 ,0,
New Mexico,2019,201906,Live audio/video,All," 2,784 ",3.4,
New Mexico,2019,201906,Other telehealth,All, DS ,DS,
New Mexico,2019,201906,Remote patient monitoring,All, 35 ,0,
New Mexico,2019,201906,Store and forward,All, 27 ,0,
New Mexico,2019,201907,Live audio/video,All," 3,016 ",3.6,
New Mexico,2019,201907,Other telehealth,All, DS ,DS,
